doid	disease	symbol
DOID:655	inherited_metabolic_disorder	MMACHC
DOID:655	inherited_metabolic_disorder	PPP1R17
DOID:655	inherited_metabolic_disorder	GRN
DOID:655	inherited_metabolic_disorder	SLC39A4
DOID:655	inherited_metabolic_disorder	MCCC2
DOID:655	inherited_metabolic_disorder	MCCC1
DOID:655	inherited_metabolic_disorder	DNAJC5
DOID:655	inherited_metabolic_disorder	HLCS
DOID:655	inherited_metabolic_disorder	PSAP
DOID:655	inherited_metabolic_disorder	TCN2
DOID:655	inherited_metabolic_disorder	CBS
DOID:655	inherited_metabolic_disorder	TMEM199
DOID:655	inherited_metabolic_disorder	GLA
DOID:655	inherited_metabolic_disorder	POLG
DOID:655	inherited_metabolic_disorder	HGSNAT
DOID:655	inherited_metabolic_disorder	FH
DOID:655	inherited_metabolic_disorder	CTH
DOID:655	inherited_metabolic_disorder	HTRA2
DOID:655	inherited_metabolic_disorder	HMBS
DOID:655	inherited_metabolic_disorder	GNAS-AS1
DOID:655	inherited_metabolic_disorder	COX20
DOID:655	inherited_metabolic_disorder	SLC30A10
DOID:655	inherited_metabolic_disorder	CTSA
DOID:655	inherited_metabolic_disorder	ALAS2
DOID:655	inherited_metabolic_disorder	NUS1
DOID:655	inherited_metabolic_disorder	IVD
DOID:655	inherited_metabolic_disorder	AUH
DOID:655	inherited_metabolic_disorder	CPOX
DOID:655	inherited_metabolic_disorder	LDLR
DOID:655	inherited_metabolic_disorder	ALG11
DOID:655	inherited_metabolic_disorder	ALG12
DOID:655	inherited_metabolic_disorder	MVK
DOID:655	inherited_metabolic_disorder	ABCD3
DOID:655	inherited_metabolic_disorder	MTFMT
DOID:655	inherited_metabolic_disorder	SLC17A5
DOID:655	inherited_metabolic_disorder	SUCLA2
DOID:655	inherited_metabolic_disorder	CCDC115
DOID:655	inherited_metabolic_disorder	ABCA1
DOID:655	inherited_metabolic_disorder	RFT1
DOID:655	inherited_metabolic_disorder	GUSB
DOID:655	inherited_metabolic_disorder	LDLRAP1
DOID:655	inherited_metabolic_disorder	CAT
DOID:655	inherited_metabolic_disorder	ABAT
DOID:655	inherited_metabolic_disorder	HAL
DOID:655	inherited_metabolic_disorder	GYG1
DOID:655	inherited_metabolic_disorder	PMPCB
DOID:655	inherited_metabolic_disorder	SLC37A4
DOID:655	inherited_metabolic_disorder	DPYD
DOID:655	inherited_metabolic_disorder	AASS
DOID:655	inherited_metabolic_disorder	NARS2
DOID:655	inherited_metabolic_disorder	AARS2
DOID:655	inherited_metabolic_disorder	HSD17B4
DOID:655	inherited_metabolic_disorder	COA8
DOID:655	inherited_metabolic_disorder	COA5
DOID:655	inherited_metabolic_disorder	COA6
DOID:655	inherited_metabolic_disorder	CTSF
DOID:655	inherited_metabolic_disorder	HGD
DOID:655	inherited_metabolic_disorder	ARSA
DOID:655	inherited_metabolic_disorder	ARSB
DOID:655	inherited_metabolic_disorder	HEXA
DOID:655	inherited_metabolic_disorder	HEXB
DOID:655	inherited_metabolic_disorder	PET100
DOID:655	inherited_metabolic_disorder	CYP11B1
DOID:655	inherited_metabolic_disorder	FUCA1
DOID:655	inherited_metabolic_disorder	GRHPR
DOID:655	inherited_metabolic_disorder	GHR
DOID:655	inherited_metabolic_disorder	MPC1
DOID:655	inherited_metabolic_disorder	COQ8A
DOID:655	inherited_metabolic_disorder	DHTKD1
DOID:655	inherited_metabolic_disorder	CLDN16
DOID:655	inherited_metabolic_disorder	SLC25A15
DOID:655	inherited_metabolic_disorder	SLC25A13
DOID:655	inherited_metabolic_disorder	EGF
DOID:655	inherited_metabolic_disorder	TSFM
DOID:655	inherited_metabolic_disorder	MIPEP
DOID:655	inherited_metabolic_disorder	LIPA
DOID:655	inherited_metabolic_disorder	IDS
DOID:655	inherited_metabolic_disorder	AMACR
DOID:655	inherited_metabolic_disorder	LPL
DOID:655	inherited_metabolic_disorder	PHGDH
DOID:655	inherited_metabolic_disorder	TIMM50
DOID:655	inherited_metabolic_disorder	HOGA1
DOID:655	inherited_metabolic_disorder	MANBA
DOID:655	inherited_metabolic_disorder	IBA57
DOID:655	inherited_metabolic_disorder	HSD3B2
DOID:655	inherited_metabolic_disorder	MRPL44
DOID:655	inherited_metabolic_disorder	MMAA
DOID:655	inherited_metabolic_disorder	ALDH5A1
DOID:655	inherited_metabolic_disorder	MMAB
DOID:655	inherited_metabolic_disorder	UQCRC2
DOID:655	inherited_metabolic_disorder	DBT
DOID:655	inherited_metabolic_disorder	ALG8
DOID:655	inherited_metabolic_disorder	D2HGDH
DOID:655	inherited_metabolic_disorder	STAR
DOID:655	inherited_metabolic_disorder	ALG2
DOID:655	inherited_metabolic_disorder	ALG3
DOID:655	inherited_metabolic_disorder	ALG1
DOID:655	inherited_metabolic_disorder	ALG6
DOID:655	inherited_metabolic_disorder	PPOX
DOID:655	inherited_metabolic_disorder	COX6B1
DOID:655	inherited_metabolic_disorder	ATP7A
DOID:655	inherited_metabolic_disorder	ATP7B
DOID:655	inherited_metabolic_disorder	GATM
DOID:655	inherited_metabolic_disorder	PHKG2
DOID:655	inherited_metabolic_disorder	TARS2
DOID:655	inherited_metabolic_disorder	DLD
DOID:655	inherited_metabolic_disorder	GCK
DOID:655	inherited_metabolic_disorder	DLAT
DOID:655	inherited_metabolic_disorder	TK2
DOID:655	inherited_metabolic_disorder	ATP5F1E
DOID:655	inherited_metabolic_disorder	ATP5F1A
DOID:655	inherited_metabolic_disorder	CYP27A1
DOID:655	inherited_metabolic_disorder	BTD
DOID:655	inherited_metabolic_disorder	MAOA
DOID:655	inherited_metabolic_disorder	COX10
DOID:655	inherited_metabolic_disorder	COX14
DOID:655	inherited_metabolic_disorder	COX15
DOID:655	inherited_metabolic_disorder	EPHX2
DOID:655	inherited_metabolic_disorder	SMPD1
DOID:655	inherited_metabolic_disorder	ADSL
DOID:655	inherited_metabolic_disorder	FECH
DOID:655	inherited_metabolic_disorder	FASTKD2
DOID:655	inherited_metabolic_disorder	C1QBP
DOID:655	inherited_metabolic_disorder	MTO1
DOID:655	inherited_metabolic_disorder	RMND1
DOID:655	inherited_metabolic_disorder	ASL
DOID:655	inherited_metabolic_disorder	ETFA
DOID:655	inherited_metabolic_disorder	ETFB
DOID:655	inherited_metabolic_disorder	NAGLU
DOID:655	inherited_metabolic_disorder	TPMT
DOID:655	inherited_metabolic_disorder	TXN2
DOID:655	inherited_metabolic_disorder	LAMP2
DOID:655	inherited_metabolic_disorder	TRIT1
DOID:655	inherited_metabolic_disorder	C12orf65
DOID:655	inherited_metabolic_disorder	ACOX2
DOID:655	inherited_metabolic_disorder	ACOX1
DOID:655	inherited_metabolic_disorder	SGSH
DOID:655	inherited_metabolic_disorder	CPN1
DOID:655	inherited_metabolic_disorder	SLC35C1
DOID:655	inherited_metabolic_disorder	NEU1
DOID:655	inherited_metabolic_disorder	MICOS13
DOID:655	inherited_metabolic_disorder	DCXR
DOID:655	inherited_metabolic_disorder	PNPT1
DOID:655	inherited_metabolic_disorder	LCAT
DOID:655	inherited_metabolic_disorder	PRDX1
DOID:655	inherited_metabolic_disorder	MRPS16
DOID:655	inherited_metabolic_disorder	MRPS14
DOID:655	inherited_metabolic_disorder	B4GALT1
DOID:655	inherited_metabolic_disorder	CD320
DOID:655	inherited_metabolic_disorder	ASAH1
DOID:655	inherited_metabolic_disorder	ELAC2
DOID:655	inherited_metabolic_disorder	PHKB
DOID:655	inherited_metabolic_disorder	PFKM
DOID:655	inherited_metabolic_disorder	ABCC8
DOID:655	inherited_metabolic_disorder	TTPA
DOID:655	inherited_metabolic_disorder	DNAJC19
DOID:655	inherited_metabolic_disorder	MFSD8
DOID:655	inherited_metabolic_disorder	GNPTG
DOID:655	inherited_metabolic_disorder	CYP21A2
DOID:655	inherited_metabolic_disorder	GALNS
DOID:655	inherited_metabolic_disorder	MGAT2
DOID:655	inherited_metabolic_disorder	CTNS
DOID:655	inherited_metabolic_disorder	PHYH
DOID:655	inherited_metabolic_disorder	CYP7B1
DOID:655	inherited_metabolic_disorder	COQ6
DOID:655	inherited_metabolic_disorder	SLC16A1
DOID:655	inherited_metabolic_disorder	GPIHBP1
DOID:655	inherited_metabolic_disorder	OTC
DOID:655	inherited_metabolic_disorder	SLC1A1
DOID:655	inherited_metabolic_disorder	TYMP
DOID:655	inherited_metabolic_disorder	SSR4
DOID:655	inherited_metabolic_disorder	BCKDHA
DOID:655	inherited_metabolic_disorder	BOLA3
DOID:655	inherited_metabolic_disorder	TUFM
DOID:655	inherited_metabolic_disorder	ACADVL
DOID:655	inherited_metabolic_disorder	PCCB
DOID:655	inherited_metabolic_disorder	SLC6A8
DOID:655	inherited_metabolic_disorder	TACO1
DOID:655	inherited_metabolic_disorder	UQCRQ
DOID:655	inherited_metabolic_disorder	APOC2
DOID:655	inherited_metabolic_disorder	APOC3
DOID:655	inherited_metabolic_disorder	PAH
DOID:655	inherited_metabolic_disorder	UQCRB
DOID:655	inherited_metabolic_disorder	CAV3
DOID:655	inherited_metabolic_disorder	HAMP
DOID:655	inherited_metabolic_disorder	IDUA
DOID:655	inherited_metabolic_disorder	CLN6
DOID:655	inherited_metabolic_disorder	CLN5
DOID:655	inherited_metabolic_disorder	CLN3
DOID:655	inherited_metabolic_disorder	CACNA1S
DOID:655	inherited_metabolic_disorder	CLN8
DOID:655	inherited_metabolic_disorder	ATPAF2
DOID:655	inherited_metabolic_disorder	FMO3
DOID:655	inherited_metabolic_disorder	CETP
DOID:655	inherited_metabolic_disorder	PEX26
DOID:655	inherited_metabolic_disorder	IDH2
DOID:655	inherited_metabolic_disorder	CTSD
DOID:655	inherited_metabolic_disorder	ETFDH
DOID:655	inherited_metabolic_disorder	SLC25A4
DOID:655	inherited_metabolic_disorder	TMEM70
DOID:655	inherited_metabolic_disorder	SLC25A20
DOID:655	inherited_metabolic_disorder	CNNM2
DOID:655	inherited_metabolic_disorder	SLC25A26
DOID:655	inherited_metabolic_disorder	HJV
DOID:655	inherited_metabolic_disorder	PNPO
DOID:655	inherited_metabolic_disorder	RNF216
DOID:655	inherited_metabolic_disorder	TTC19
DOID:655	inherited_metabolic_disorder	SCO2
DOID:655	inherited_metabolic_disorder	ACADS
DOID:655	inherited_metabolic_disorder	GBA
DOID:655	inherited_metabolic_disorder	GLB1
DOID:655	inherited_metabolic_disorder	TIMM8A
DOID:655	inherited_metabolic_disorder	ACADM
DOID:655	inherited_metabolic_disorder	SDHAF1
DOID:655	inherited_metabolic_disorder	SUMF1
DOID:655	inherited_metabolic_disorder	GLDC
DOID:655	inherited_metabolic_disorder	PPM1K
DOID:655	inherited_metabolic_disorder	XDH
DOID:655	inherited_metabolic_disorder	PC
DOID:655	inherited_metabolic_disorder	RRM2B
DOID:655	inherited_metabolic_disorder	SURF1
DOID:655	inherited_metabolic_disorder	TRPM6
DOID:655	inherited_metabolic_disorder	TFR2
DOID:655	inherited_metabolic_disorder	UMPS
DOID:655	inherited_metabolic_disorder	ACSF3
DOID:655	inherited_metabolic_disorder	PHKA1
DOID:655	inherited_metabolic_disorder	PHKA2
DOID:655	inherited_metabolic_disorder	PDP1
DOID:655	inherited_metabolic_disorder	MRPL3
DOID:655	inherited_metabolic_disorder	DDC
DOID:655	inherited_metabolic_disorder	GPHN
DOID:655	inherited_metabolic_disorder	ALDH4A1
DOID:655	inherited_metabolic_disorder	SLC39A14
DOID:655	inherited_metabolic_disorder	GNAS
DOID:655	inherited_metabolic_disorder	MOGS
DOID:655	inherited_metabolic_disorder	SLC3A1
DOID:655	inherited_metabolic_disorder	MRPS22
DOID:655	inherited_metabolic_disorder	DPAGT1
DOID:655	inherited_metabolic_disorder	FARS2
DOID:655	inherited_metabolic_disorder	EARS2
DOID:655	inherited_metabolic_disorder	GFM1
DOID:655	inherited_metabolic_disorder	HPRT1
DOID:655	inherited_metabolic_disorder	VARS2
DOID:655	inherited_metabolic_disorder	SLC6A19
DOID:655	inherited_metabolic_disorder	CASR
DOID:655	inherited_metabolic_disorder	FTH1
DOID:655	inherited_metabolic_disorder	DPM2
DOID:655	inherited_metabolic_disorder	DPM1
DOID:655	inherited_metabolic_disorder	GALT
DOID:655	inherited_metabolic_disorder	PDHA1
DOID:655	inherited_metabolic_disorder	MMUT
DOID:655	inherited_metabolic_disorder	GALC
DOID:655	inherited_metabolic_disorder	GALK1
DOID:655	inherited_metabolic_disorder	CYP17A1
DOID:655	inherited_metabolic_disorder	STX16
DOID:655	inherited_metabolic_disorder	GFM2
DOID:655	inherited_metabolic_disorder	GNS
DOID:655	inherited_metabolic_disorder	LMF1
DOID:655	inherited_metabolic_disorder	ECM1
DOID:655	inherited_metabolic_disorder	PEX19
DOID:655	inherited_metabolic_disorder	INSR
DOID:655	inherited_metabolic_disorder	MPDU1
DOID:655	inherited_metabolic_disorder	GNE
DOID:655	inherited_metabolic_disorder	PEX10
DOID:655	inherited_metabolic_disorder	PEX13
DOID:655	inherited_metabolic_disorder	PEX12
DOID:655	inherited_metabolic_disorder	PEX14
DOID:655	inherited_metabolic_disorder	GCDH
DOID:655	inherited_metabolic_disorder	PEX16
DOID:655	inherited_metabolic_disorder	SLC22A5
DOID:655	inherited_metabolic_disorder	FAH
DOID:655	inherited_metabolic_disorder	GBE1
DOID:655	inherited_metabolic_disorder	SUOX
DOID:655	inherited_metabolic_disorder	GAA
DOID:655	inherited_metabolic_disorder	CPT1A
DOID:655	inherited_metabolic_disorder	PIGA
DOID:655	inherited_metabolic_disorder	PIGN
DOID:655	inherited_metabolic_disorder	MRPS2
DOID:655	inherited_metabolic_disorder	MCM6
DOID:655	inherited_metabolic_disorder	SUCLG1
DOID:655	inherited_metabolic_disorder	PIGT
DOID:655	inherited_metabolic_disorder	GTPBP3
DOID:655	inherited_metabolic_disorder	ALDOB
DOID:655	inherited_metabolic_disorder	HPD
DOID:655	inherited_metabolic_disorder	CYC1
DOID:655	inherited_metabolic_disorder	PSAT1
DOID:655	inherited_metabolic_disorder	COQ9
DOID:655	inherited_metabolic_disorder	COQ4
DOID:655	inherited_metabolic_disorder	COQ7
DOID:655	inherited_metabolic_disorder	AHCY
DOID:655	inherited_metabolic_disorder	ABCC2
DOID:655	inherited_metabolic_disorder	COQ2
DOID:655	inherited_metabolic_disorder	DOLK
DOID:655	inherited_metabolic_disorder	FXYD2
DOID:655	inherited_metabolic_disorder	LRPPRC
DOID:655	inherited_metabolic_disorder	MAN2B1
DOID:655	inherited_metabolic_disorder	DHCR7
DOID:655	inherited_metabolic_disorder	LYRM7
DOID:655	inherited_metabolic_disorder	FBP1
DOID:655	inherited_metabolic_disorder	SCO1
DOID:655	inherited_metabolic_disorder	LYRM4
DOID:655	inherited_metabolic_disorder	BCS1L
DOID:655	inherited_metabolic_disorder	PPT1
DOID:655	inherited_metabolic_disorder	CPT2
DOID:655	inherited_metabolic_disorder	MMADHC
DOID:655	inherited_metabolic_disorder	COX8A
DOID:655	inherited_metabolic_disorder	PYGL
DOID:655	inherited_metabolic_disorder	PYGM
DOID:655	inherited_metabolic_disorder	COG8
DOID:655	inherited_metabolic_disorder	DBH
DOID:655	inherited_metabolic_disorder	MRPS7
DOID:655	inherited_metabolic_disorder	COG2
DOID:655	inherited_metabolic_disorder	COG1
DOID:655	inherited_metabolic_disorder	COG7
DOID:655	inherited_metabolic_disorder	COG6
DOID:655	inherited_metabolic_disorder	COG5
DOID:655	inherited_metabolic_disorder	COG4
DOID:655	inherited_metabolic_disorder	ABHD5
DOID:655	inherited_metabolic_disorder	BMP2
DOID:655	inherited_metabolic_disorder	HYAL1
DOID:655	inherited_metabolic_disorder	FBXL4
DOID:655	inherited_metabolic_disorder	SERAC1
DOID:655	inherited_metabolic_disorder	CPS1
DOID:655	inherited_metabolic_disorder	UQCC3
DOID:655	inherited_metabolic_disorder	UQCC2
DOID:655	inherited_metabolic_disorder	SLC7A9
DOID:655	inherited_metabolic_disorder	SLC7A7
DOID:655	inherited_metabolic_disorder	NGLY1
DOID:655	inherited_metabolic_disorder	PDHX
DOID:655	inherited_metabolic_disorder	NPC2
DOID:655	inherited_metabolic_disorder	NPC1
DOID:655	inherited_metabolic_disorder	HSD3B7
DOID:655	inherited_metabolic_disorder	SLC35A1
DOID:655	inherited_metabolic_disorder	SLC35A2
DOID:655	inherited_metabolic_disorder	TPP1
DOID:655	inherited_metabolic_disorder	PDHB
DOID:655	inherited_metabolic_disorder	PTS
DOID:655	inherited_metabolic_disorder	AMT
DOID:655	inherited_metabolic_disorder	ISCA1
DOID:655	inherited_metabolic_disorder	ISCA2
DOID:655	inherited_metabolic_disorder	PGM1
DOID:655	inherited_metabolic_disorder	STT3B
DOID:655	inherited_metabolic_disorder	STT3A
DOID:655	inherited_metabolic_disorder	ETHE1
DOID:655	inherited_metabolic_disorder	PEX1
DOID:655	inherited_metabolic_disorder	HADH
DOID:655	inherited_metabolic_disorder	PEX3
DOID:655	inherited_metabolic_disorder	PEX2
DOID:655	inherited_metabolic_disorder	PEX5
DOID:655	inherited_metabolic_disorder	PEX6
DOID:655	inherited_metabolic_disorder	ARG1
DOID:655	inherited_metabolic_disorder	G6PC
DOID:655	inherited_metabolic_disorder	MPI
DOID:655	inherited_metabolic_disorder	PRODH
DOID:655	inherited_metabolic_disorder	MTTP
DOID:655	inherited_metabolic_disorder	MCOLN1
DOID:655	inherited_metabolic_disorder	AIFM1
DOID:655	inherited_metabolic_disorder	GCSH
DOID:655	inherited_metabolic_disorder	GAMT
DOID:655	inherited_metabolic_disorder	ALAD
DOID:655	inherited_metabolic_disorder	CLDN19
DOID:655	inherited_metabolic_disorder	NDUFS4
DOID:655	inherited_metabolic_disorder	CARS2
DOID:655	inherited_metabolic_disorder	ALG9
DOID:655	inherited_metabolic_disorder	HFE
DOID:655	inherited_metabolic_disorder	MRPS34
DOID:655	inherited_metabolic_disorder	MOCOS
DOID:655	inherited_metabolic_disorder	MARS2
DOID:655	inherited_metabolic_disorder	TRMT5
DOID:655	inherited_metabolic_disorder	SRD5A3
DOID:655	inherited_metabolic_disorder	MTHFR
DOID:655	inherited_metabolic_disorder	PDSS2
DOID:655	inherited_metabolic_disorder	PDSS1
DOID:655	inherited_metabolic_disorder	ADK
DOID:655	inherited_metabolic_disorder	PSPH
DOID:655	inherited_metabolic_disorder	GLUD1
DOID:655	inherited_metabolic_disorder	MGME1
DOID:655	inherited_metabolic_disorder	DGUOK
DOID:655	inherited_metabolic_disorder	GNMT
DOID:655	inherited_metabolic_disorder	DDOST
DOID:655	inherited_metabolic_disorder	CLPB
DOID:655	inherited_metabolic_disorder	UGT1A1
DOID:655	inherited_metabolic_disorder	SERPINA1
DOID:655	inherited_metabolic_disorder	PRPS1
DOID:655	inherited_metabolic_disorder	HADHB
DOID:655	inherited_metabolic_disorder	HADHA
DOID:655	inherited_metabolic_disorder	TRMT10C
DOID:655	inherited_metabolic_disorder	TF
DOID:655	inherited_metabolic_disorder	BCKDHB
DOID:655	inherited_metabolic_disorder	HSD11B2
DOID:655	inherited_metabolic_disorder	KCNJ11
DOID:655	inherited_metabolic_disorder	TFAM
DOID:655	inherited_metabolic_disorder	GGT1
DOID:655	inherited_metabolic_disorder	TMEM165
DOID:655	inherited_metabolic_disorder	SLC40A1
DOID:655	inherited_metabolic_disorder	GALE
DOID:655	inherited_metabolic_disorder	AKR1D1
DOID:655	inherited_metabolic_disorder	SDHD
DOID:655	inherited_metabolic_disorder	GNA11
DOID:655	inherited_metabolic_disorder	SDHA
DOID:655	inherited_metabolic_disorder	FOLR1
DOID:66	muscle_tissue_disease	POLG2
DOID:66	muscle_tissue_disease	CAV3
DOID:66	muscle_tissue_disease	TWNK
DOID:66	muscle_tissue_disease	RYR1
DOID:66	muscle_tissue_disease	CAPN3
DOID:66	muscle_tissue_disease	DMPK
DOID:66	muscle_tissue_disease	MYPN
DOID:66	muscle_tissue_disease	MAP3K20
DOID:66	muscle_tissue_disease	DYSF
DOID:66	muscle_tissue_disease	MTM1
DOID:66	muscle_tissue_disease	CLCN1
DOID:66	muscle_tissue_disease	RNASEH1
DOID:66	muscle_tissue_disease	CCDC78
DOID:66	muscle_tissue_disease	SLC25A4
DOID:66	muscle_tissue_disease	LDB3
DOID:66	muscle_tissue_disease	TOR1AIP1
DOID:66	muscle_tissue_disease	HNRNPDL
DOID:66	muscle_tissue_disease	INPP5K
DOID:66	muscle_tissue_disease	MEGF10
DOID:66	muscle_tissue_disease	FDX2
DOID:66	muscle_tissue_disease	SPEG
DOID:66	muscle_tissue_disease	TMEM43
DOID:66	muscle_tissue_disease	EMD
DOID:66	muscle_tissue_disease	ACTA1
DOID:66	muscle_tissue_disease	DMD
DOID:66	muscle_tissue_disease	ANO5
DOID:66	muscle_tissue_disease	DES
DOID:66	muscle_tissue_disease	ITGA7
DOID:66	muscle_tissue_disease	CNTN1
DOID:66	muscle_tissue_disease	RXYLT1
DOID:66	muscle_tissue_disease	DNM2
DOID:66	muscle_tissue_disease	CHKB
DOID:66	muscle_tissue_disease	TNNT1
DOID:66	muscle_tissue_disease	LARGE1
DOID:66	muscle_tissue_disease	RRM2B
DOID:66	muscle_tissue_disease	TTN
DOID:66	muscle_tissue_disease	ORAI1
DOID:66	muscle_tissue_disease	SGCB
DOID:66	muscle_tissue_disease	TNPO3
DOID:66	muscle_tissue_disease	BVES
DOID:66	muscle_tissue_disease	MSTN
DOID:66	muscle_tissue_disease	PLEC
DOID:66	muscle_tissue_disease	DAG1
DOID:66	muscle_tissue_disease	POMGNT1
DOID:66	muscle_tissue_disease	POMGNT2
DOID:66	muscle_tissue_disease	B4GAT1
DOID:66	muscle_tissue_disease	KLHL41
DOID:66	muscle_tissue_disease	KLHL40
DOID:66	muscle_tissue_disease	MYBPC1
DOID:66	muscle_tissue_disease	POMT1
DOID:66	muscle_tissue_disease	TK2
DOID:66	muscle_tissue_disease	POMT2
DOID:66	muscle_tissue_disease	TOP3A
DOID:66	muscle_tissue_disease	BAG3
DOID:66	muscle_tissue_disease	SMCHD1
DOID:66	muscle_tissue_disease	NEB
DOID:66	muscle_tissue_disease	TPM2
DOID:66	muscle_tissue_disease	POLG
DOID:66	muscle_tissue_disease	CNBP
DOID:66	muscle_tissue_disease	SGCA
DOID:66	muscle_tissue_disease	FKTN
DOID:66	muscle_tissue_disease	MYH2
DOID:66	muscle_tissue_disease	MYH3
DOID:66	muscle_tissue_disease	MYH7
DOID:66	muscle_tissue_disease	SGCG
DOID:66	muscle_tissue_disease	MYH8
DOID:66	muscle_tissue_disease	SGCD
DOID:66	muscle_tissue_disease	TPM3
DOID:66	muscle_tissue_disease	DNAJB6
DOID:66	muscle_tissue_disease	PYROXD1
DOID:66	muscle_tissue_disease	FHL1
DOID:66	muscle_tissue_disease	TRAPPC11
DOID:66	muscle_tissue_disease	TRIM32
DOID:66	muscle_tissue_disease	CRPPA
DOID:66	muscle_tissue_disease	PUS1
DOID:66	muscle_tissue_disease	LAMA2
DOID:66	muscle_tissue_disease	MTMR14
DOID:66	muscle_tissue_disease	GMPPB
DOID:66	muscle_tissue_disease	SYNE1
DOID:66	muscle_tissue_disease	SYNE2
DOID:66	muscle_tissue_disease	POMK
DOID:66	muscle_tissue_disease	TCAP
DOID:66	muscle_tissue_disease	B3GALNT2
DOID:66	muscle_tissue_disease	DGUOK
DOID:66	muscle_tissue_disease	KY
DOID:66	muscle_tissue_disease	LMOD3
DOID:66	muscle_tissue_disease	STIM1
DOID:66	muscle_tissue_disease	CRYAB
DOID:66	muscle_tissue_disease	MYOT
DOID:66	muscle_tissue_disease	LIMS2
DOID:66	muscle_tissue_disease	GNE
DOID:66	muscle_tissue_disease	BIN1
DOID:66	muscle_tissue_disease	MICU1
DOID:66	muscle_tissue_disease	FKRP
DOID:66	muscle_tissue_disease	DNA2
DOID:66	muscle_tissue_disease	LPIN1
DOID:66	muscle_tissue_disease	TNNI2
DOID:66	muscle_tissue_disease	SELENON
DOID:66	muscle_tissue_disease	ECEL1
DOID:66	muscle_tissue_disease	PABPN1
DOID:66	muscle_tissue_disease	PIEZO2
DOID:66	muscle_tissue_disease	FBN2
DOID:66	muscle_tissue_disease	YARS2
DOID:66	muscle_tissue_disease	KBTBD13
DOID:66	muscle_tissue_disease	CFL2
DOID:66	muscle_tissue_disease	VMA21
DOID:66	muscle_tissue_disease	LMNA
DOID:66	muscle_tissue_disease	FLNC
DOID:66	muscle_tissue_disease	COL6A1
DOID:66	muscle_tissue_disease	COL6A3
DOID:66	muscle_tissue_disease	COL6A2
DOID:7	disease_of_anatomical_entity	ELANE
DOID:7	disease_of_anatomical_entity	AGK
DOID:7	disease_of_anatomical_entity	HSPA9
DOID:7	disease_of_anatomical_entity	RUBCN
DOID:7	disease_of_anatomical_entity	PYCR1
DOID:7	disease_of_anatomical_entity	KHDC3L
DOID:7	disease_of_anatomical_entity	PDCD10
DOID:7	disease_of_anatomical_entity	AGT
DOID:7	disease_of_anatomical_entity	PIK3CA
DOID:7	disease_of_anatomical_entity	NR0B1
DOID:7	disease_of_anatomical_entity	SLC12A3
DOID:7	disease_of_anatomical_entity	PRNP
DOID:7	disease_of_anatomical_entity	FIG4
DOID:7	disease_of_anatomical_entity	ZSWIM6
DOID:7	disease_of_anatomical_entity	SPTLC2
DOID:7	disease_of_anatomical_entity	SPTLC1
DOID:7	disease_of_anatomical_entity	ABCD1
DOID:7	disease_of_anatomical_entity	NIPA1
DOID:7	disease_of_anatomical_entity	KCNJ2
DOID:7	disease_of_anatomical_entity	CRB1
DOID:7	disease_of_anatomical_entity	PPP2R2B
DOID:7	disease_of_anatomical_entity	OPA3
DOID:7	disease_of_anatomical_entity	OPA1
DOID:7	disease_of_anatomical_entity	COL7A1
DOID:7	disease_of_anatomical_entity	JPH3
DOID:7	disease_of_anatomical_entity	MAX
DOID:7	disease_of_anatomical_entity	TRAPPC2
DOID:7	disease_of_anatomical_entity	PRPH
DOID:7	disease_of_anatomical_entity	MAG
DOID:7	disease_of_anatomical_entity	MAF
DOID:7	disease_of_anatomical_entity	MAK
DOID:7	disease_of_anatomical_entity	ITGA8
DOID:7	disease_of_anatomical_entity	ATP2A1
DOID:7	disease_of_anatomical_entity	ATP2A2
DOID:7	disease_of_anatomical_entity	ITGA2
DOID:7	disease_of_anatomical_entity	EVC
DOID:7	disease_of_anatomical_entity	ITGA6
DOID:7	disease_of_anatomical_entity	ITGA7
DOID:7	disease_of_anatomical_entity	CYP2U1
DOID:7	disease_of_anatomical_entity	UFSP2
DOID:7	disease_of_anatomical_entity	DGAT1
DOID:7	disease_of_anatomical_entity	TTR
DOID:7	disease_of_anatomical_entity	COL13A1
DOID:7	disease_of_anatomical_entity	MYPN
DOID:7	disease_of_anatomical_entity	TTN
DOID:7	disease_of_anatomical_entity	PRSS56
DOID:7	disease_of_anatomical_entity	TPRN
DOID:7	disease_of_anatomical_entity	MPV17
DOID:7	disease_of_anatomical_entity	DNASE1L3
DOID:7	disease_of_anatomical_entity	COL4A4
DOID:7	disease_of_anatomical_entity	COL4A3
DOID:7	disease_of_anatomical_entity	COL4A2
DOID:7	disease_of_anatomical_entity	COL4A1
DOID:7	disease_of_anatomical_entity	GRN
DOID:7	disease_of_anatomical_entity	CHST3
DOID:7	disease_of_anatomical_entity	ZEB1
DOID:7	disease_of_anatomical_entity	CHST6
DOID:7	disease_of_anatomical_entity	KCNH2
DOID:7	disease_of_anatomical_entity	NOG
DOID:7	disease_of_anatomical_entity	SIGMAR1
DOID:7	disease_of_anatomical_entity	TCIRG1
DOID:7	disease_of_anatomical_entity	MINPP1
DOID:7	disease_of_anatomical_entity	SPR
DOID:7	disease_of_anatomical_entity	GANAB
DOID:7	disease_of_anatomical_entity	CD40LG
DOID:7	disease_of_anatomical_entity	SMAD9
DOID:7	disease_of_anatomical_entity	NUP133
DOID:7	disease_of_anatomical_entity	LRPAP1
